week_start,week_end,symbol,actual_weekly_pct,pred_close_only_pct,pred_multitask_pct,err_close_only,err_multitask,abs_err_close_only,abs_err_multitask,context_end,n_context_days
2026-01-05,2026-01-09,AAPL,-4.295049713663346,0.4827141761779785,2.6874899864196777,4.777763889841324,6.982539700083024,4.777763889841324,6.982539700083024,2026-01-02,60
2026-01-05,2026-01-09,AMD,-9.08399469318888,0.529634952545166,-1.9742786884307861,9.613629645734045,7.109716004758093,9.613629645734045,7.109716004758093,2026-01-02,60
2026-01-05,2026-01-09,AVGO,-0.7623249334639093,0.33675432205200195,3.8608551025390625,1.0990792555159112,4.623180036002972,1.0990792555159112,4.623180036002972,2026-01-02,60
2026-01-05,2026-01-09,GOOGL,4.258294046530242,2.1313905715942383,4.704272747039795,-2.126903474936004,0.4459787005095528,2.126903474936004,0.4459787005095528,2026-01-02,60
2026-01-05,2026-01-09,LLY,-1.5550304514791446,2.113223075866699,4.695022106170654,3.668253527345844,6.2500525576497985,3.668253527345844,6.2500525576497985,2026-01-02,60
2026-01-05,2026-01-09,META,0.40743908050031585,-0.7239699363708496,-0.4000425338745117,-1.1314090168711655,-0.8074816143748276,1.1314090168711655,0.8074816143748276,2026-01-02,60
2026-01-05,2026-01-09,MSFT,1.340549817135872,-0.8278369903564453,0.47326087951660156,-2.1683868074923174,-0.8672889376192705,2.1683868074923174,0.8672889376192705,2026-01-02,60
2026-01-05,2026-01-09,MU,9.40649979299868,4.59364652633667,-1.5020012855529785,-4.81285326666201,-10.908501078551659,4.81285326666201,10.908501078551659,2026-01-02,60
2026-01-05,2026-01-09,NVDA,-2.1127907673865853,0.2121448516845703,0.4772782325744629,2.3249356190711556,2.5900689999610482,2.3249356190711556,2.5900689999610482,2026-01-02,60
2026-01-05,2026-01-09,TSLA,1.5842222305508802,0.14857053756713867,4.60054874420166,-1.4356516929837415,3.01632651365078,1.4356516929837415,3.01632651365078,2026-01-02,60
2026-01-05,2026-01-09,TSM,1.2577890915479673,0.7385611534118652,-2.4338722229003906,-0.519227938136102,-3.691661314448358,0.519227938136102,3.691661314448358,2026-01-02,60
2026-01-05,2026-01-09,XOM,1.5980424460566134,0.6128311157226562,0.18688440322875977,-0.9852113303339571,-1.4111580428278536,0.9852113303339571,1.4111580428278536,2026-01-02,60
2026-01-12,2026-01-16,AAPL,-1.4805090836184198,0.4029989242553711,2.3696303367614746,1.883508007873791,3.8501394203798944,1.883508007873791,3.8501394203798944,2026-01-09,60
2026-01-12,2026-01-16,AMD,14.10641527804577,-0.5263030529022217,-1.0964632034301758,-14.632718330947991,-15.202878481475945,14.632718330947991,15.202878481475945,2026-01-09,60
2026-01-12,2026-01-16,AVGO,1.9537902456807865,0.07457733154296875,-0.8787691593170166,-1.8792129141378178,-2.832559404997803,1.8792129141378178,2.832559404997803,2026-01-09,60
2026-01-12,2026-01-16,GOOGL,0.4352170447408543,2.494633197784424,1.4147043228149414,2.0594161530435695,0.9794872780740871,2.0594161530435695,0.9794872780740871,2026-01-09,60
2026-01-12,2026-01-16,LLY,-2.365643009662688,2.3060083389282227,5.7082414627075195,4.671651348590911,8.073884472370207,4.671651348590911,8.073884472370207,2026-01-09,60
2026-01-12,2026-01-16,META,-5.024040315017142,-0.6407737731933594,-1.8452823162078857,4.383266541823783,3.1787579988092567,4.383266541823783,3.1787579988092567,2026-01-09,60
2026-01-12,2026-01-16,MSFT,-4.051914012100699,-0.5520820617675781,-1.407533884048462,3.499831950333121,2.644380128052237,3.499831950333121,2.644380128052237,2026-01-09,60
2026-01-12,2026-01-16,MU,5.117506693766294,5.3156256675720215,-6.193065643310547,0.19811897380572763,-11.310572337076842,0.19811897380572763,11.310572337076842,2026-01-09,60
2026-01-12,2026-01-16,NVDA,0.7410987302089111,0.2602219581604004,-0.9533584117889404,-0.48087677204851076,-1.6944571419978516,0.48087677204851076,1.6944571419978516,2026-01-09,60
2026-01-12,2026-01-16,TSLA,-1.6876046832250524,0.3530740737915039,2.5107860565185547,2.0406787570165563,4.198390739743607,2.0406787570165563,4.198390739743607,2026-01-09,60
2026-01-12,2026-01-16,TSM,5.799829660562095,0.7802486419677734,-4.009371995925903,-5.019581018594321,-9.809201656487998,5.019581018594321,9.809201656487998,2026-01-09,60
2026-01-12,2026-01-16,XOM,4.237219126422387,0.895845890045166,-1.2424707412719727,-3.341373236377221,-5.4796898676943595,3.341373236377221,5.4796898676943595,2026-01-09,60
